Home Type,Posted,URL,Home Status,Home Price,Home City,Home Address,Home Zipcode,Lat,Lon,Num Beds,Num Baths,Square Feet,Brokered by
single_family,2024-12-26T14:57:29.000000Z,https://www.realtor.com/realestateandhomes-detail/831-Richmond-Way_Nekoosa_WI_54457_M73340-48825,for_sale,499000,Nekoosa,831 Richmond Way,54457,44.208501,-89.743277,2,1,1266,Rome Realty
single_family,2024-12-23T22:24:35.000000Z,https://www.realtor.com/realestateandhomes-detail/718-Pershing-Ave_Sheboygan_WI_53083_M95640-39067,for_sale,499000,Sheboygan,718 Pershing Ave,53083,43.780209,-87.712089,5,3,3087,Real Estate Property Shop LLC
single_family,2024-12-12T01:10:32.000000Z,https://www.realtor.com/realestateandhomes-detail/20-S-5th-St_Tomahawk_WI_54487_M90021-59121,for_sale,50000,Tomahawk,20 5th St S,54487,45.470215,-89.728163,2,1,1008,EXIT REALTY HGM
single_family,2024-12-03T14:48:49.000000Z,https://www.realtor.com/realestateandhomes-detail/450-S-8th-Ave_West-Bend_WI_53095_M89413-48766,for_sale,399900,West Bend,450 S 8th Ave,53095,43.418284,-88.1867,7,4.5+,4285,Emmer Real Estate Group
single_family,2024-12-21T14:36:45.000000Z,https://www.realtor.com/realestateandhomes-detail/10651-S-Nicholson-Rd_Oak-Creek_WI_53154_M98582-50779,for_sale,640000,Oak Creek,10651 S Nicholson Rd,53154,42.850712,-87.894229,4,3,3100,Mid-Coast MKE Realty
single_family,2024-10-25T23:26:15.000000Z,https://www.realtor.com/realestateandhomes-detail/W239N6952-Maple-Ave_Sussex_WI_53089_M83903-89477,for_sale,399900,Sussex,W239N6952 Maple Ave,53089,43.14401,-88.223283,3,1.5,1581,"Redefined Realty Advisors, LLC"
single_family,2024-12-27T22:48:12.000000Z,https://www.realtor.com/realestateandhomes-detail/411-Pine-St-S_Turtle-Lake_WI_54889_M84012-95803,for_sale,325000,Turtle Lake,411 Pine St S,54889,45.390861,-92.145597,3,2,2042,RE MAX Northstar
single_family,2024-10-11T17:42:48.000000Z,https://www.realtor.com/realestateandhomes-detail/W3434-Linton-Rd_Lake-Geneva_WI_53147_M79511-35293,for_sale,275000,Lynn,W3434 Linton Rd,53147,42.54496,-88.469508,2,1,1152,"Capital Realty Firm, Inc."
single_family,2024-12-26T17:20:43.000000Z,https://www.realtor.com/realestateandhomes-detail/1612-N-McDonald-St_Appleton_WI_54911_M88337-10722,for_sale,269900,Appleton,1612 N McDonald St,54911,44.276232,-88.386651,4,2,1872,Keller Williams Fox Cities
single_family,2024-12-16T21:24:48.000000Z,https://www.realtor.com/realestateandhomes-detail/N1385-County-Road-E_Bruce_WI_54819_M70694-18017,for_sale,325000,Bruce,N1385 County Road E,54819,45.339952,-91.228869,1,1,912,United Country Midwest Lifestyle Properties
single_family,2024-12-12T08:19:33.000000Z,https://www.realtor.com/realestateandhomes-detail/N22W28790-Oak-Ln_Pewaukee_WI_53072_M80871-41982,for_sale,350000,Delafield,N22W28790 Oak Ln,53072,43.06048,-88.319827,2,2,1344,First Weber Realtors
single_family,2024-11-19T19:42:07.000000Z,https://www.realtor.com/realestateandhomes-detail/W1496-County-Road-K_Juda_WI_53550_M81008-87029,for_sale,399999,Juda,W1496 County Road K,53550,42.530486,-89.434707,3,2,2112,EXIT PROFESSIONAL REAL ESTATE
single_family,2024-12-27T16:33:36.000000Z,https://www.realtor.com/realestateandhomes-detail/603-State-Road-35_Centuria_WI_54824_M86523-57953,for_sale,225000,Centuria,603 State Road 35,54824,45.448767,-92.550007,3,1.5,1396,Exp Realty
single_family,2024-10-20T02:19:57.000000Z,https://www.realtor.com/realestateandhomes-detail/155-E-Lincoln-St_Oregon_WI_53575_M89624-47068,for_sale,199900,Oregon,155 E Lincoln St,53575,42.932071,-89.381849,3,1,992,CENTURY 21 Affiliated
condos,2024-12-05T00:04:30.000000Z,https://www.realtor.com/realestateandhomes-detail/689-Hickory-Creek-Dr_Oconomowoc_WI_53066_M85818-42293,for_sale,399900,Oconomowoc,689 Hickory Creek Dr,53066,43.10377,-88.513556,4,3,2020,Keller Williams Realty - Milwaukee Southwest
single_family,2024-12-26T16:12:34.000000Z,https://www.realtor.com/realestateandhomes-detail/302-N-Main-St_Walworth_WI_53184_M85584-70433,for_sale,187000,Walworth,302 N Main St,53184,42.534318,-88.599326,2,1,1008,Coldwell Banker Real Estate Group - Lake Geneva
single_family,2024-12-27T17:20:26.000000Z,https://www.realtor.com/realestateandhomes-detail/W11410-State-Highway-64_Pound_WI_54161_M78114-36921,for_sale,295000,Pound,W11410 Highway 64,54161,45.111884,-88.173729,3,1,1244,"RE/MAX INVEST, LLC"
multi_family,2024-10-19T07:27:51.000000Z,https://www.realtor.com/realestateandhomes-detail/1835-Washington-Ave-37_Cedarburg_WI_53012_M78017-51170,for_sale,458000,Cedarburg,1835 Washington Ave Unit 1837,53012,43.341605,-88.026071,,,3042,Coldwell Banker Realty
condos,2024-12-27T15:06:34.000000Z,https://www.realtor.com/realestateandhomes-detail/503-Lake-Bluff-Rd-Apt-B_Thiensville_WI_53092_M89092-43194,for_sale,267500,Thiensville,503 Lake Bluff Rd Apt B,53092,43.241011,-87.983349,2,2,1100,Emmer Real Estate Group
single_family,2024-12-19T15:22:12.000000Z,https://www.realtor.com/realestateandhomes-detail/701-E-Main-St_Merrill_WI_54452_M91555-53426,for_sale,149900,Merrill,701 E Main St,54452,45.179173,-89.689392,2,0.5,1364,First Weber Realtors
condos,2024-12-11T15:53:43.000000Z,https://www.realtor.com/realestateandhomes-detail/816-South-St_Deforest_WI_53532_M86742-92982,for_sale,275000,DeForest,816 South St,53532,43.242479,-89.359913,2,2,1451,LPT Realty
single_family,2024-12-16T16:33:27.000000Z,https://www.realtor.com/realestateandhomes-detail/1886-County-Road-C_Somerset_WI_54025_M71164-74754,for_sale,275000,Somerset,1886 County Road C,54025,45.135939,-92.640765,3,2,1712,Westconsin Realty
farm,2024-12-12T21:07:20.000000Z,https://www.realtor.com/realestateandhomes-detail/W11365-Sniderwent-Rd_Bruce_WI_54819_M70595-05277,for_sale,1495000,Bruce,11365 W Sniderwendt Rd,54819,45.402939,-91.258461,4,2.5,1972,Pine Point Real Estate LLC
single_family,2024-12-18T15:30:27.000000Z,https://www.realtor.com/realestateandhomes-detail/4606-County-Road-B_Land-O-Lakes_WI_54540_M81237-63824,for_sale,149900,Land O Lakes,4606 County Road B,54540,46.157418,-89.242609,3,1,1116,TOWN & COUNTRY REALTY/WOODRUFF
single_family,2024-12-23T16:14:37.000000Z,https://www.realtor.com/realestateandhomes-detail/N16828-Oak-Leaf-Dr_Pembine_WI_54156_M79267-00481,for_sale,225000,Pembine,N16828 Oak Leaf Dr,54156,45.564953,-88.015219,1,1,906,Trimberger Realty
townhomes,2024-12-28T19:17:53.000000Z,https://www.realtor.com/realestateandhomes-detail/1802-Prairie-Pl_Holmen_WI_54636_M95235-81882,for_sale,327900,Holmen,1802 Prairie Pl,54636,43.995486,-91.296182,3,3,1949,RE MAX Results
single_family,2024-12-26T19:02:08.000000Z,https://www.realtor.com/realestateandhomes-detail/W11212-Zerngable-Rd_Park-Falls_WI_54552_M83260-21503,for_sale,749900,Park Falls,W11212 Zerngable Rd,54552,45.815928,-90.628927,3,5,5062,"NORTHWOODS REALTY, LLC"
single_family,2024-12-07T00:05:00.000000Z,https://www.realtor.com/realestateandhomes-detail/1573-Eagle-Eye-St_Verona_WI_53593_M92898-76483,for_sale,599900,Verona,1573 Eagle Eye St,53593,43.012939750738,-89.577511178035,4,2.5,2086,Veridian Homes
single_family,2024-12-12T21:00:29.000000Z,https://www.realtor.com/realestateandhomes-detail/S6763-State-Road-23_Loganville_WI_53943_M99418-48628,for_sale,100000,Loganville,S6763 Highway 23,53943,43.399754,-90.035316,5,1,1938,Gavin Brothers Auctioneers Llc
single_family,2024-12-06T20:04:33.000000Z,https://www.realtor.com/realestateandhomes-detail/453-S-Front-St_Coloma_WI_54930_M74578-24061,for_sale,335000,Coloma,453 S Front St,54930,44.027039,-89.523539,3,3.5,3468,First Weber Realtors
single_family,2024-12-12T16:04:45.000000Z,https://www.realtor.com/realestateandhomes-detail/653-S-15th-Ave_West-Bend_WI_53095_M82421-01290,for_sale,350000,West Bend,653 S 15th Ave,53095,43.414678,-88.197108,4,2,1935,First Weber Realtors
single_family,2024-12-18T20:54:37.000000Z,https://www.realtor.com/realestateandhomes-detail/3704-N-19th-St_Sheboygan_WI_53083_M79925-63649,for_sale,240000,Sheboygan,3704 N 19th St,53083,43.783893,-87.731247,2,2,1232,Real Estate Property Shop LLC
condos,2024-12-26T20:03:02.000000Z,https://www.realtor.com/realestateandhomes-detail/209-Heritage-Dr-24_Fort-Atkinson_WI_53538_M92160-70575,for_sale,367900,Fort Atkinson,209 Heritage Dr Unit 24,53538,42.906521,-88.831459,2,2.5,1848,Wayne Hayes Real Estate LLC
single_family,2024-12-18T00:04:36.000000Z,https://www.realtor.com/realestateandhomes-detail/407-Crusader-Pt_Waunakee_WI_53597_M93104-13142,for_sale,499900,Waunakee,407 Crusader Pt,53597,43.1961903,-89.4434421,3,2.5,1680,Veridian Homes
single_family,2024-12-27T23:54:35.000000Z,https://www.realtor.com/realestateandhomes-detail/14979-Timber-Ln_Boscobel_WI_53805_M81640-36416,for_sale,679000,Marion,14979 Timber Ln,53805,43.047675,-90.69117,4,3.5,4515,United Country - Oakwood Realty
single_family,2024-12-31T19:18:42.000000Z,https://www.realtor.com/realestateandhomes-detail/404-Alder-St_Black-River-Falls_WI_54615_M85910-57832,for_sale,175000,Black River Falls,404 Alder St,54615,44.300923,-90.848762,2,1,2222,"Coldwell Banker River Valley, REALTORS - Black River Falls"
single_family,2024-12-30T19:44:45.000000Z,https://www.realtor.com/realestateandhomes-detail/502-S-Grandview-St_Wittenberg_WI_54499_M81424-12724,for_sale,249900,Wittenberg,502 S Grandview St,54499,44.821573,-89.176051,3,1.5,1640,ZIMMS & Associates Realty LLC
single_family,2024-10-22T17:05:04.000000Z,https://www.realtor.com/realestateandhomes-detail/5772-County-Road-M_Boulder-Junction_WI_54512_M88480-79478,for_sale,350000,Boulder Junction,5772 Cth # M,54512,46.124878,-89.632035,3,2,1629,CENTURY 21 Pierce Realty
single_family,2024-12-27T16:54:39.000000Z,https://www.realtor.com/realestateandhomes-detail/5001-N-Bay-Ridge-Ave_Whitefish-Bay_WI_53217_M88613-53309,for_sale,169900,Whitefish Bay,5001 N Bay Ridge Ave,53217,43.107832,-87.911081,2,1,1064,Shorewest Realtors - Mequon
single_family,2024-07-18T19:04:28.000000Z,https://www.realtor.com/realestateandhomes-detail/93355-Rowley-Rd_Bayfield_WI_54814_M97281-94594,for_sale,125000,Bayfield,93355 Rowley Rd,54814,46.922256,-90.84523,0,,240,"Edina Realty, Inc. - Duluth"
single_family,2024-12-22T03:30:52.000000Z,https://www.realtor.com/realestateandhomes-detail/3317-W-Southland-Dr_Franklin_WI_53132_M79704-97136,for_sale,424900,Franklin,3317 W Southland Dr,53132,42.880441,-87.959318,4,1.5,2250,Anderson Real Estate Services
single_family,2024-12-19T18:13:34.000000Z,https://www.realtor.com/realestateandhomes-detail/1113-Monroe-St_Sauk-City_WI_53583_M84730-37203,for_sale,329900,Sauk City,1113 Monroe St,53583,43.268273,-89.72748,3,1.5,1535,First Weber Realtors
single_family,2024-11-11T03:32:50.000000Z,https://www.realtor.com/realestateandhomes-detail/N8411-County-Road-J_New-Glarus_WI_53574_M93081-13835,for_sale,339900,New Glarus,N8411 County Road J,53574,42.812782,-89.740074,1,1,992,MADCITYHOMES.COM
single_family,2024-10-04T01:20:41.000000Z,https://www.realtor.com/realestateandhomes-detail/N8106-E-Wilson-Flowage-Rd_Phillips_WI_54555_M78798-21057,for_sale,239400,Phillips,N8106 Wilson Flowage Rd E,54555,45.665082,-90.455751,3,1,1224,"RE MAX New Horizons Realty, LLC"
single_family,2024-12-16T17:37:14.000000Z,https://www.realtor.com/realestateandhomes-detail/6926-Druid-Lake-Rd_Hartford_WI_53027_M88410-02251,for_sale,840000,Erin,6926 Druid Lake Rd,53027,43.267526,-88.38271,3,3,2650,Premier Point Realty Llc
single_family,2024-12-18T18:14:41.000000Z,https://www.realtor.com/realestateandhomes-detail/311-S-Packer-Dr_Manitowoc_WI_54220_M83652-39001,for_sale,169900,Manitowoc,311 S Packer Dr,54220,44.195424,-87.719332,4,2,1722,Thiel Real Estate
single_family,2024-12-20T20:29:01.000000Z,https://www.realtor.com/realestateandhomes-detail/223895-Lakeshore-Dr_Wausau_WI_54401_M86551-27435,for_sale,1585000,Wausau,223895 Lakeshore Dr,54401,44.900154,-89.629859,5,3,5649,ROCK SOLID REAL ESTATE
single_family,2024-12-24T00:04:37.000000Z,https://www.realtor.com/realestateandhomes-detail/The-Hudson_Rosewood-Fields_6437-Tuscobia-Trl_McFarland_WI_53558_P417000763528,ready_to_build,544000,McFarland,6437 Tuscobia Trl,53558,43.015080625794,-89.267191365682,4,2.5,2172,Veridian Homes
single_family,2024-09-10T17:39:59.000000Z,https://www.realtor.com/realestateandhomes-detail/713-Prospect-St_Blanchardville_WI_53516_M76303-13068,for_sale,397000,Blanchardville,713 Prospect St,53516,42.806473,-89.862717,4,2.5,2497,EXIT PROFESSIONAL REAL ESTATE
single_family,2024-12-18T01:03:45.000000Z,https://www.realtor.com/realestateandhomes-detail/10240-Root-River-Dr_Caledonia_WI_53108_M78972-29664,for_sale,269900,Caledonia,10240 Root River Dr,53108,42.841576,-87.908168,4,1,1380,Berkshire Hathaway HomeServices - Metro Realty
single_family,2024-10-06T12:24:34.000000Z,https://www.realtor.com/realestateandhomes-detail/2715-Ramada-Ln_Green-Bay_WI_54304_M76411-04173,for_sale,258000,Green Bay,2715 Ramada Ln,54304,44.517615,-88.105352,3,2,1584,REALTY EXECUTIVES INTEGRITY Cedarburg
single_family,2024-11-13T22:37:00.000000Z,https://www.realtor.com/realestateandhomes-detail/5369-Woodstone-Dr_Slinger_WI_53086_M89346-51565,for_sale,699900,Hartford,5369 Woodstone Dr,53086,43.30438,-88.302591,3,2,2120,"Verrada Realty, LLC"
single_family,2024-12-07T00:05:00.000000Z,https://www.realtor.com/realestateandhomes-detail/8016-Laufenberg-Blvd_Cross-Plains_WI_53528_M97048-58594,for_sale,579900,Cross Plains,8016 Laufenberg Blvd,53528,43.128007,-89.628219,4,2.5,2045,Veridian Homes
single_family,2024-12-19T18:26:49.000000Z,https://www.realtor.com/realestateandhomes-detail/The-Sawyer_Evergreen-Fields_W199N5547-Boxwood-Blvd_Menomonee-Falls_WI_53051_P417000762508,ready_to_build,583500,Menomonee Falls,W199N5547 Boxwood Blvd,53051,43.118234,-88.159667,3,2.5,1880,Veridian Homes
condos,2024-11-16T08:31:42.000000Z,https://www.realtor.com/realestateandhomes-detail/5345-S-Butterfield-Way_Greenfield_WI_53221_M87253-70588,for_sale,299900,Greenfield,5345 S Butterfield Way Unit 5345,53221,42.947306,-87.961534,2,2,1692,REALTY EXECUTIVES INTEGRITY Cedarburg
single_family,2024-11-11T17:20:45.000000Z,https://www.realtor.com/realestateandhomes-detail/W8756-Apache-Dr_Wild-Rose_WI_54984_M73982-73084,for_sale,229900,Wild Rose,W8756 Apache Dr,54984,44.193063,-89.321015,4,1.5,1344,First Weber Realtors
single_family,2024-12-09T15:47:54.000000Z,https://www.realtor.com/realestateandhomes-detail/1826-20th-Ave_Bloomer_WI_54724_M79492-75541,for_sale,159000,Bloomer,1826 20th Ave,54724,45.096286,-91.497757,4,1.5,1714,EDINA/CHIPPEWA VALLEY
single_family,2024-12-20T16:24:32.000000Z,https://www.realtor.com/realestateandhomes-detail/1420-Adrian-Blvd_Fort-Atkinson_WI_53538_M85367-63984,for_sale,540000,Fort Atkinson,1420 Adrian Blvd,53538,42.911332,-88.838901,3,3,3236,Artisan Graham Real Estate
condos,2024-12-07T19:24:40.000000Z,https://www.realtor.com/realestateandhomes-detail/N4680-Glacier-Lake-Dr_Oxford_WI_53952_M82774-27661,for_sale,249900,Oxford,N4680 Glacier Lake Dr,53952,43.810107,-89.556139,2,2,2218,BUNBURY & ASSOCIATES REALTORS
single_family,2024-12-06T19:33:49.000000Z,https://www.realtor.com/realestateandhomes-detail/205-Division-St_Elroy_WI_53929_M75339-43860,for_sale,144900,Elroy,205 Division St,53929,43.738596,-90.273961,4,2.5,2346,Castle Rock Realty LLC.
single_family,2024-12-16T08:18:49.000000Z,https://www.realtor.com/realestateandhomes-detail/6625-108th-Ave_Kenosha_WI_53142_M77443-14387,for_sale,420000,Kenosha,6625 108th Ave,53142,42.57551,-87.93826,4,2.5,1846,Berkshire Hathaway Epic Real Estate
single_family,2024-08-28T16:58:06.000000Z,https://www.realtor.com/realestateandhomes-detail/110-E-9th-St_Neillsville_WI_54456_M75333-54269,for_sale,64900,Neillsville,110 E 9th St,54456,44.563364,-90.594031,3,2,1368,NEXTHOME PARTNERS NEILLSVILLE
single_family,2024-12-19T18:12:58.000000Z,https://www.realtor.com/realestateandhomes-detail/26792-Icehouse-Bridge-Rd_Webster_WI_54893_M89587-06746,for_sale,159900,Webster,26792 Icehouse Bridge Rd,54893,45.885925,-92.479339,1,,608,Lakeside Realty Group
single_family,2024-12-23T08:18:56.000000Z,https://www.realtor.com/realestateandhomes-detail/1514-River-Dr_Watertown_WI_53094_M83971-96030,for_sale,200000,Watertown,1514 River Dr,53094,43.176828,-88.7289,2,1,824,Shorewest Realtors - Watertown
single_family,2024-08-15T14:57:35.000000Z,https://www.realtor.com/realestateandhomes-detail/6111-County-Road-TT_Marshall_WI_53559_M74080-99126,for_sale,299999,Marshall,6111 County Road TT,53559,43.1834,-89.093205,4,2,2484,Keller Williams Realty
single_family,2024-12-19T21:06:18.000000Z,https://www.realtor.com/realestateandhomes-detail/N51W17001-Fair-Oak-Pkwy_Menomonee-Falls_WI_53051_M89007-40445,for_sale,569000,Menomonee Falls,N51W17001 Fair Oak Pkwy,53051,43.110804,-88.12277,4,3.5,3300,"HOMESTEAD REALTY, INC"
single_family,2024-12-23T21:34:13.000000Z,https://www.realtor.com/realestateandhomes-detail/916-W-Wausau-Ave_Wausau_WI_54401_M80566-62293,for_sale,160000,Wausau,916 W Wausau Ave,54401,44.973789,-89.647024,3,1.5,1588,Amaximmo Llc
single_family,2024-12-31T16:32:53.000000Z,https://www.realtor.com/realestateandhomes-detail/2531-Upham-St_Madison_WI_53704_M79128-99213,for_sale,299900,Madison,2531 Upham St,53704,43.103123,-89.351698,3,1,1106,Great Rock Realty Llc
single_family,2024-12-13T01:00:31.000000Z,https://www.realtor.com/realestateandhomes-detail/4218-Crested-Owl-Ln_Madison_WI_53718_M71925-22467,for_sale,638000,Madison,4218 Crested Owl Ln,53718,43.036718,-89.296546,3,3,2394,Gold Star Real Estate Llc
single_family,2024-12-12T20:08:52.000000Z,https://www.realtor.com/realestateandhomes-detail/3165-Summer-Pl_Green-Bay_WI_54313_M86233-07914,for_sale,399500,Green Bay,3165 Summer Pl,54313,44.522273,-88.128003,3,3.5,2649,"Holda Realty, LLC"
single_family,2024-10-29T18:48:37.000000Z,https://www.realtor.com/realestateandhomes-detail/N5917-State-Road-89_Lake-Mills_WI_53551_M74518-40356,for_sale,375000,Lake Mills,N5917 Highway 89,53551,43.059021,-88.908309,4,2,1816,"Geiger, Realtors"
single_family,2024-12-18T20:33:28.000000Z,https://www.realtor.com/realestateandhomes-detail/1504-River-Dr_Watertown_WI_53094_M75049-34236,for_sale,239900,Watertown,1504 River Dr,53094,43.177721,-88.728977,2,2,1378,Berkshire Hathaway HomeServices TRUE Realty
single_family,2024-12-23T17:39:07.000000Z,https://www.realtor.com/realestateandhomes-detail/309-Main-St_Oconto_WI_54153_M70173-89411,for_sale,84900,Oconto,309 Main St,54153,44.893095,-87.881366,2,1,720,"Take Action Realty Group, LLC"
single_family,2024-12-16T07:30:11.000000Z,https://www.realtor.com/realestateandhomes-detail/4907-Twin-Elms-Dr_Caledonia_WI_53406_M80496-10103,for_sale,349900,Caledonia,4907 Twin Elms Dr,53406,42.76116,-87.839137,4,2,1719,Real Broker LLC
single_family,2024-11-15T15:13:44.000000Z,https://www.realtor.com/realestateandhomes-detail/8500-Kingsway-Ln_Sturtevant_WI_53177_M84790-57229,for_sale,395000,Sturtevant,8500 Kingsway Ln,53177,42.686332,-87.889385,3,2.5,1842,RE MAX Newport
single_family,2024-12-03T19:55:47.000000Z,https://www.realtor.com/realestateandhomes-detail/W10305-Prindle-Rd_Merrillan_WI_54754_M91497-15064,for_sale,289900,Merrillan,W10305 Prindle Rd,54754,44.41004,-90.827797,3,1,3234,"Coldwell Banker River Valley, REALTORS - Black River Falls"
single_family,2024-08-13T23:29:42.000000Z,https://www.realtor.com/realestateandhomes-detail/N8217-Daisy-Ln_Spooner_WI_54801_M84952-81088,for_sale,550000,Carey,N8217 Daisy Ln,54801,45.931989,-91.972847,3,3,3000,Coldwell Banker Realty
single_family,2024-11-06T22:08:43.000000Z,https://www.realtor.com/realestateandhomes-detail/N9139-County-Rd-S_Algoma_WI_54201_M70834-62357,for_sale,374000,Algoma,N9139 County Rd S,54201,44.655109,-87.398108,3,1.5,1200,"Match Realty Group, Llc"
single_family,2024-12-23T15:02:48.000000Z,https://www.realtor.com/realestateandhomes-detail/W218N16011-Tiger-Lily-Dr_Jackson_WI_53037_M93581-50094,for_sale,389000,Jackson,W218N16011 Tiger Lily Dr,53037,43.310413,-88.180389,2,2.5,1612,EXIT REALTY RESULTS
condo,2024-12-14T00:03:34.000000Z,https://www.realtor.com/realestateandhomes-detail/The-Olivia-Condominium_Arrowood_1420-Arrowood-Circle-West_Oconomowoc_WI_53066_P417000911356,ready_to_build,439900,Oconomowoc,1420 Arrowood Circle West,53066,43.089874282453,-88.510702888126,3,2,1516,Veridian Homes
single_family,2024-12-21T16:33:10.000000Z,https://www.realtor.com/realestateandhomes-detail/660-S-Main-St_Oregon_WI_53575_M81915-35962,for_sale,299900,Oregon,660 S Main St,53575,42.91643,-89.385206,3,2,1613,MHB Real Estate
single_family,2024-12-31T17:09:32.000000Z,https://www.realtor.com/realestateandhomes-detail/416-W-Clark-St_Spencer_WI_54479_M76668-07524,for_sale,210000,Spencer,416 W Clark St,54479,44.757741,-90.305609,3,2,1764,"CENTURY 21 Gold Key Realty, Inc."
single_family,2024-12-19T19:32:51.000000Z,https://www.realtor.com/realestateandhomes-detail/4505-Hanover-St_Plover_WI_54467_M90752-24109,for_sale,377900,Plover,4505 Hanover St,54467,44.435197,-89.503077,3,2,2018,Denyon Homes
single_family,2024-10-29T18:48:37.000000Z,https://www.realtor.com/realestateandhomes-detail/N5917-State-Road-89_Lake-Mills_WI_53551_M74518-40356,for_sale,375000,Lake Mills,N5917 Highway 89,53551,43.059021,-88.908309,4,2,1816,"Geiger, Realtors"
single_family,2024-12-18T20:33:28.000000Z,https://www.realtor.com/realestateandhomes-detail/1504-River-Dr_Watertown_WI_53094_M75049-34236,for_sale,239900,Watertown,1504 River Dr,53094,43.177721,-88.728977,2,2,1378,Berkshire Hathaway HomeServices TRUE Realty
single_family,2024-12-23T17:39:07.000000Z,https://www.realtor.com/realestateandhomes-detail/309-Main-St_Oconto_WI_54153_M70173-89411,for_sale,84900,Oconto,309 Main St,54153,44.893095,-87.881366,2,1,720,"Take Action Realty Group, LLC"
single_family,2024-12-16T07:30:11.000000Z,https://www.realtor.com/realestateandhomes-detail/4907-Twin-Elms-Dr_Caledonia_WI_53406_M80496-10103,for_sale,349900,Caledonia,4907 Twin Elms Dr,53406,42.76116,-87.839137,4,2,1719,Real Broker LLC
single_family,2024-11-15T15:13:44.000000Z,https://www.realtor.com/realestateandhomes-detail/8500-Kingsway-Ln_Sturtevant_WI_53177_M84790-57229,for_sale,395000,Sturtevant,8500 Kingsway Ln,53177,42.686332,-87.889385,3,2.5,1842,RE MAX Newport
mobile,2024-12-27T19:24:44.000000Z,https://www.realtor.com/realestateandhomes-detail/921-County-Road-E_Adams_WI_53910_M72299-27781,for_sale,219900,Adams,921 County Road E,53910,43.89338,-89.761124,2,1,1160,Whitemarsh Realty LLC
single_family,2024-12-03T19:55:47.000000Z,https://www.realtor.com/realestateandhomes-detail/W10305-Prindle-Rd_Merrillan_WI_54754_M91497-15064,for_sale,289900,Merrillan,W10305 Prindle Rd,54754,44.41004,-90.827797,3,1,3234,"Coldwell Banker River Valley, REALTORS - Black River Falls"
single_family,2024-08-13T23:29:42.000000Z,https://www.realtor.com/realestateandhomes-detail/N8217-Daisy-Ln_Spooner_WI_54801_M84952-81088,for_sale,550000,Carey,N8217 Daisy Ln,54801,45.931989,-91.972847,3,3,3000,Coldwell Banker Realty
single_family,2024-11-06T22:08:43.000000Z,https://www.realtor.com/realestateandhomes-detail/N9139-County-Rd-S_Algoma_WI_54201_M70834-62357,for_sale,374000,Algoma,N9139 County Rd S,54201,44.655109,-87.398108,3,1.5,1200,"Match Realty Group, Llc"
single_family,2024-12-23T15:02:48.000000Z,https://www.realtor.com/realestateandhomes-detail/W218N16011-Tiger-Lily-Dr_Jackson_WI_53037_M93581-50094,for_sale,389000,Jackson,W218N16011 Tiger Lily Dr,53037,43.310413,-88.180389,2,2.5,1612,EXIT REALTY RESULTS
single_family,2024-12-21T16:33:10.000000Z,https://www.realtor.com/realestateandhomes-detail/660-S-Main-St_Oregon_WI_53575_M81915-35962,for_sale,299900,Oregon,660 S Main St,53575,42.91643,-89.385206,3,2,1613,MHB Real Estate
single_family,2024-12-19T19:32:51.000000Z,https://www.realtor.com/realestateandhomes-detail/4505-Hanover-St_Plover_WI_54467_M90752-24109,for_sale,377900,Plover,4505 Hanover St,54467,44.435197,-89.503077,3,2,2018,Denyon Homes
single_family,2024-12-31T17:09:32.000000Z,https://www.realtor.com/realestateandhomes-detail/416-W-Clark-St_Spencer_WI_54479_M76668-07524,for_sale,210000,Spencer,416 W Clark St,54479,44.757741,-90.305609,3,2,1764,"CENTURY 21 Gold Key Realty, Inc."
single_family,2024-12-26T16:30:38.000000Z,https://www.realtor.com/realestateandhomes-detail/2422-S-61st-St_West-Allis_WI_53219_M84541-18609,for_sale,265000,West Allis,2422 S 61st St,53219,43.000537,-87.98851,3,1.5,1197,Coldwell Banker Realty
single_family,2024-12-11T17:08:51.000000Z,https://www.realtor.com/realestateandhomes-detail/1343-Julie-Ct_Neenah_WI_54956_M72482-37161,for_sale,334000,Neenah,1343 Julie Ct,54956,44.224483,-88.492979,3,2,1787,LPT Realty
single_family,2024-09-13T00:09:57.000000Z,https://www.realtor.com/realestateandhomes-detail/455-Old-E-E_Hudson_WI_54016_M92375-92282,for_sale,729000,Saint Joseph,455 Old E E,54016,45.045318,-92.70967,3,2,2320,Exp Realty
single_family,2024-12-16T21:16:19.000000Z,https://www.realtor.com/realestateandhomes-detail/N4369-530th-St_Ellsworth_WI_54011_M74497-49305,for_sale,730000,Ellsworth,N4369 530th St,54011,44.698298,-92.396399,5,3,3130,"Real Broker, LLC"
single_family,2024-12-27T16:44:56.000000Z,https://www.realtor.com/realestateandhomes-detail/420-Johnson-St_Pulaski_WI_54162_M75067-36299,for_sale,299900,Pulaski,420 Johnson St,54162,44.668723,-88.248399,3,2,1555,Green Bay
single_family,2024-12-18T16:05:21.000000Z,https://www.realtor.com/realestateandhomes-detail/N6811-S-Forest-Haven-Rd_Shawano_WI_54166_M86509-71992,for_sale,269900,Shawano,N6811 S Forest Haven Rd,54166,44.837154,-88.62927,2,1,1771,CENTURY 21 Affiliated
single_family,2024-12-01T00:00:00.000000Z,https://www.realtor.com/realestateandhomes-detail/929-5-Mile-Rd_Caledonia_WI_53402_M90603-17146,for_sale,499900,Caledonia,929 5 Mile Rd,53402,42.799232,-87.7916007,3,2.5,1511,Veridian Homes
